dim_browser,dim_deviceCategory,dim_date,sessions,transactions,QTY
Firefox,mobile,2/26/13,27,0,0
Android Browser,mobile,2/26/13,5,0,0
Opera Mini,mobile,2/26/13,4,0,0
error,desktop,2/26/13,3,0,0
Edge,mobile,2/26/13,2,0,0
Mozilla,desktop,2/26/13,2,0,0
Opera,mobile,2/26/13,2,0,0
UC Browser,mobile,2/26/13,2,0,0
Amazon Silk,mobile,2/26/13,1,0,0
Puffin,desktop,2/26/13,1,0,0
Opera,tablet,2/26/13,0,0,5
Chrome,desktop,2/27/13,5524,289,536
Safari (in-app),mobile,2/27/13,1697,2,5
Edge,desktop,2/27/13,1190,57,86
Chrome,mobile,2/27/13,732,7,10
Internet Explorer,mobile,2/27/13,319,10,36
Chrome,tablet,2/27/13,271,0,4
Internet Explorer,tablet,2/27/13,175,17,29
Amazon Silk,tablet,2/27/13,139,2,3
Samsung Internet,mobile,2/27/13,133,0,0
Android Webview,tablet,2/27/13,34,0,0
error,desktop,2/27/13,14,0,0
(not set),mobile,2/27/13,3,0,0
Opera,desktop,2/27/13,3,0,0
Opera Mini,mobile,2/27/13,3,0,0
(not set),tablet,2/27/13,1,0,0
osee2unifiedRelease,mobile,2/27/13,1,0,0
SeaMonkey,desktop,2/27/13,1,0,0
Safari,mobile,2/28/13,4380,58,76
Chrome,desktop,2/28/13,3896,107,239
Safari,tablet,2/28/13,3478,86,157
Firefox,desktop,2/28/13,714,39,90
Safari (in-app),mobile,2/28/13,259,0,0
Safari (in-app),tablet,2/28/13,238,3,3
Samsung Internet,mobile,2/28/13,130,0,0
Samsung Internet,tablet,2/28/13,25,0,0
BlackBerry,mobile,2/28/13,21,0,0
Internet Explorer,tablet,2/28/13,11,0,0
error,desktop,2/28/13,7,0,0
Internet Explorer,mobile,2/28/13,7,0,0
Firefox,mobile,2/28/13,5,0,0
Mozilla Compatible Agent,desktop,2/28/13,5,0,0
Edge,mobile,2/28/13,3,0,0
Opera,desktop,2/28/13,3,0,0
Opera,mobile,2/28/13,2,0,0
SeaMonkey,desktop,2/28/13,2,0,0
Android Browser,tablet,2/28/13,0,0,0
Opera,tablet,2/28/13,0,0,0
Chrome,desktop,3/1/13,10965,357,661
Firefox,desktop,3/1/13,2827,68,113
Safari,mobile,3/1/13,2720,33,93
Safari (in-app),mobile,3/1/13,1346,0,1
Edge,desktop,3/1/13,1209,12,45
Safari (in-app),tablet,3/1/13,720,1,2
Samsung Internet,mobile,3/1/13,498,5,9
Chrome,tablet,3/1/13,412,10,12
Android Webview,mobile,3/1/13,265,1,9
Firefox,mobile,3/1/13,37,0,0
Samsung Internet,tablet,3/1/13,26,0,0
Android Webview,tablet,3/1/13,11,0,0
error,desktop,3/1/13,8,0,0
Opera,mobile,3/1/13,6,0,0
SeaMonkey,desktop,3/1/13,5,0,0
BrowserNG,mobile,3/1/13,2,0,0
Internet Explorer,mobile,3/1/13,2,0,0
Chrome,desktop,3/2/13,7627,347,592
Safari,tablet,3/2/13,5704,139,275
Firefox,desktop,3/2/13,3267,120,195
Internet Explorer,desktop,3/2/13,2950,103,118
Edge,desktop,3/2/13,475,8,28
Internet Explorer,tablet,3/2/13,300,12,0
Samsung Internet,mobile,3/2/13,218,1,0
Amazon Silk,tablet,3/2/13,182,7,5
Safari (in-app),tablet,3/2/13,152,0,0
Opera,desktop,3/2/13,32,0,0
Android Browser,mobile,3/2/13,17,0,0
Amazon Silk,mobile,3/2/13,5,0,0
Edge,mobile,3/2/13,5,0,0
YaBrowser,desktop,3/2/13,3,0,0
error,desktop,3/2/13,2,0,0
Internet Explorer,mobile,3/2/13,1,0,0
SeaMonkey,desktop,3/2/13,1,0,0
Amazon.com,mobile,3/2/13,0,0,0
Maxthon,tablet,3/2/13,0,0,0
Safari,tablet,3/3/13,16161,571,964
Safari,desktop,3/3/13,2208,87,196
Firefox,desktop,3/3/13,850,43,63
Chrome,tablet,3/3/13,469,4,13
Amazon Silk,tablet,3/3/13,362,4,5
Internet Explorer,tablet,3/3/13,58,2,0
Firefox,mobile,3/3/13,30,2,1
Android Browser,tablet,3/3/13,10,0,0
Opera,desktop,3/3/13,9,0,0
BlackBerry,mobile,3/3/13,8,0,0
Opera Mini,mobile,3/3/13,5,0,0
Opera,mobile,3/3/13,3,0,0
Opera,tablet,3/3/13,2,0,0
osee2unifiedRelease,mobile,3/3/13,2,0,0
SeaMonkey,desktop,3/3/13,2,0,0
DDG-Android-3.1.1,desktop,3/3/13,1,0,0
error,desktop,3/3/13,1,0,0
Maxthon,desktop,3/3/13,0,0,0
Puffin,tablet,3/3/13,0,0,0
Safari,mobile,3/4/13,11889,226,370
Safari,desktop,3/4/13,2606,102,210
Chrome,mobile,3/4/13,2220,37,91
Safari (in-app),mobile,3/4/13,2017,17,27
Edge,desktop,3/4/13,745,21,22
Internet Explorer,mobile,3/4/13,220,16,25
Android Webview,tablet,3/4/13,34,0,0
Samsung Internet,tablet,3/4/13,21,0,1
Android Browser,mobile,3/4/13,15,0,0
error,desktop,3/4/13,7,0,0
Firefox,mobile,3/4/13,5,0,0
Opera Mini,mobile,3/4/13,3,0,0
BlackBerry,mobile,3/4/13,2,0,0
YaBrowser,tablet,3/4/13,1,0,0
Android Browser,tablet,3/4/13,0,0,0
Safari,mobile,3/5/13,9823,92,154
Safari (in-app),mobile,3/5/13,2149,5,3
Edge,desktop,3/5/13,1617,39,91
Chrome,tablet,3/5/13,1041,21,43
Chrome,mobile,3/5/13,760,7,16
Firefox,desktop,3/5/13,734,29,32
Samsung Internet,mobile,3/5/13,668,4,6
Android Webview,mobile,3/5/13,329,1,2
Safari (in-app),tablet,3/5/13,245,0,0
Internet Explorer,tablet,3/5/13,211,11,0
Opera,desktop,3/5/13,25,1,9
Android Webview,tablet,3/5/13,14,0,0
BlackBerry,mobile,3/5/13,10,0,0
error,desktop,3/5/13,6,0,0
NokiaC7-00,mobile,3/5/13,2,0,0
(not set),tablet,3/5/13,1,0,0
Android Browser,mobile,3/5/13,0,0,0
Android Browser,tablet,3/5/13,0,0,0
Mozilla,desktop,3/5/13,0,0,0
UC Browser,mobile,3/5/13,0,0,0
Chrome,desktop,3/6/13,12420,472,1031
Safari (in-app),tablet,3/6/13,4828,45,51
Safari,desktop,3/6/13,4670,361,603
Internet Explorer,desktop,3/6/13,888,21,1
Edge,desktop,3/6/13,819,15,56
Safari (in-app),mobile,3/6/13,583,1,0
Android Webview,mobile,3/6/13,383,0,0
Samsung Internet,mobile,3/6/13,350,3,1
Firefox,mobile,3/6/13,36,0,0
BlackBerry,mobile,3/6/13,12,0,0
Android Browser,tablet,3/6/13,10,3,1
Opera,desktop,3/6/13,6,0,0
error,desktop,3/6/13,5,0,0
Android Browser,mobile,3/6/13,4,0,0
Safari (in-app),desktop,3/6/13,3,0,0
Mozilla Compatible Agent,desktop,3/6/13,2,0,0
osee2unifiedRelease,mobile,3/6/13,2,0,0
Samsung Internet,desktop,3/6/13,1,0,0
DDG-Android-3.1.1,desktop,3/6/13,0,0,0
Safari,tablet,3/7/13,4794,139,236
Firefox,desktop,3/7/13,3762,149,227
Chrome,mobile,3/7/13,1700,12,26
Chrome,tablet,3/7/13,530,12,18
Samsung Internet,mobile,3/7/13,400,4,5
Amazon Silk,tablet,3/7/13,47,2,0
Android Webview,tablet,3/7/13,33,0,0
Firefox,mobile,3/7/13,24,0,0
Amazon Silk,mobile,3/7/13,10,0,0
Android Browser,mobile,3/7/13,10,0,0
error,desktop,3/7/13,9,0,0
SeaMonkey,desktop,3/7/13,6,0,0
Android Browser,tablet,3/7/13,5,0,0
BlackBerry,mobile,3/7/13,3,0,0
Opera,mobile,3/7/13,3,0,0
Mozilla,desktop,3/7/13,1,0,0
Opera Mini,mobile,3/7/13,0,0,0
Safari,mobile,3/8/13,11543,116,189
Safari,desktop,3/8/13,7096,353,686
Firefox,desktop,3/8/13,4873,227,353
Safari,tablet,3/8/13,2968,58,85
Chrome,mobile,3/8/13,1244,4,16
Android Webview,mobile,3/8/13,387,3,0
Samsung Internet,mobile,3/8/13,294,6,9
Amazon Silk,tablet,3/8/13,93,0,0
Firefox,mobile,3/8/13,25,0,0
Android Webview,tablet,3/8/13,14,0,0
Amazon Silk,mobile,3/8/13,8,0,0
Android Browser,tablet,3/8/13,6,0,0
BlackBerry,mobile,3/8/13,5,0,0
error,desktop,3/8/13,4,0,0
Opera,mobile,3/8/13,2,0,0
Coc Coc,desktop,3/8/13,1,0,0
Internet Explorer,mobile,3/8/13,1,0,0
Opera Mini,mobile,3/8/13,1,0,0
YaBrowser,desktop,3/8/13,1,0,0
Opera,tablet,3/8/13,0,0,0
Safari,desktop,3/9/13,10530,481,1022
Safari,tablet,3/9/13,10211,141,220
Edge,desktop,3/9/13,808,18,45
Chrome,mobile,3/9/13,570,5,11
Android Webview,mobile,3/9/13,546,0,0
Chrome,tablet,3/9/13,297,7,8
Samsung Internet,mobile,3/9/13,252,0,1
Internet Explorer,tablet,3/9/13,64,2,0
Amazon Silk,tablet,3/9/13,42,0,0
Android Webview,tablet,3/9/13,26,0,0
error,desktop,3/9/13,11,0,0
Internet Explorer,mobile,3/9/13,8,0,0
Opera,desktop,3/9/13,7,0,0
Android Browser,mobile,3/9/13,5,0,0
Opera Mini,mobile,3/9/13,2,0,0
osee2unifiedRelease,mobile,3/9/13,0,0,0
Edge,desktop,3/10/13,1242,43,98
Internet Explorer,desktop,3/10/13,1068,25,2
Chrome,tablet,3/10/13,257,7,1
Internet Explorer,mobile,3/10/13,70,5,13
Firefox,mobile,3/10/13,27,0,0
Android Webview,tablet,3/10/13,23,0,0
error,desktop,3/10/13,8,0,0
SeaMonkey,desktop,3/10/13,3,0,0
(not set),mobile,3/10/13,1,0,0
Amazon Silk,mobile,3/10/13,1,0,0
Opera,mobile,3/10/13,1,0,0
Edge,tablet,3/10/13,0,0,0
UC Browser,mobile,3/10/13,0,0,0
Safari,mobile,3/11/13,7967,108,186
Safari,desktop,3/11/13,6644,231,482
Safari (in-app),mobile,3/11/13,3102,20,37
Firefox,desktop,3/11/13,2829,108,138
Internet Explorer,desktop,3/11/13,721,13,19
Chrome,mobile,3/11/13,559,3,3
Safari (in-app),tablet,3/11/13,442,1,12
Android Webview,mobile,3/11/13,243,0,0
Internet Explorer,tablet,3/11/13,152,2,0
Firefox,mobile,3/11/13,35,0,0
Samsung Internet,tablet,3/11/13,14,0,0
Opera,desktop,3/11/13,8,0,0
SeaMonkey,desktop,3/11/13,8,0,0
Internet Explorer,mobile,3/11/13,6,0,0
BlackBerry,mobile,3/11/13,5,0,0
error,desktop,3/11/13,3,0,0
Android Webview,tablet,3/11/13,2,0,0
Edge,mobile,3/11/13,2,0,0
Mozilla Compatible Agent,desktop,3/11/13,2,0,0
(not set),tablet,3/11/13,0,0,0
BlackBerry,tablet,3/11/13,0,0,0
Coc Coc,desktop,3/11/13,0,0,0
Safari,tablet,3/12/13,3614,93,173
Firefox,desktop,3/12/13,2135,70,90
Internet Explorer,desktop,3/12/13,1625,41,80
Chrome,mobile,3/12/13,1187,4,16
Android Webview,mobile,3/12/13,468,0,0
Safari (in-app),mobile,3/12/13,347,1,5
Internet Explorer,tablet,3/12/13,221,10,0
Samsung Internet,mobile,3/12/13,161,1,0
Amazon Silk,tablet,3/12/13,120,1,0
Samsung Internet,tablet,3/12/13,47,2,2
Android Webview,tablet,3/12/13,21,0,0
Opera,desktop,3/12/13,21,1,2
Internet Explorer,mobile,3/12/13,12,0,0
Opera,mobile,3/12/13,9,0,0
Edge,mobile,3/12/13,5,0,0
Android Browser,tablet,3/12/13,3,0,0
error,desktop,3/12/13,3,0,0
Iron,mobile,3/12/13,3,0,0
YaBrowser,mobile,3/12/13,2,0,0
Opera,tablet,3/12/13,1,0,0
Opera Mini,mobile,3/12/13,1,0,0
UC Browser,mobile,3/12/13,1,0,0
(not set),mobile,3/12/13,0,0,0
Safari,mobile,3/13/13,16024,125,234
Safari,desktop,3/13/13,4057,167,300
Firefox,desktop,3/13/13,3318,91,114
Chrome,desktop,3/13/13,3155,91,158
Chrome,mobile,3/13/13,3115,22,53
Internet Explorer,desktop,3/13/13,1548,52,0
Android Webview,tablet,3/13/13,31,0,0
error,desktop,3/13/13,10,0,0
Opera,desktop,3/13/13,6,0,0
Edge,tablet,3/13/13,4,0,0
SeaMonkey,desktop,3/13/13,2,0,0
Firefox,tablet,3/13/13,1,0,0
Opera,mobile,3/13/13,0,0,0
Opera,tablet,3/13/13,0,0,0
Safari,mobile,3/14/13,22831,271,503
Safari (in-app),mobile,3/14/13,3069,18,28
Safari,tablet,3/14/13,2845,68,111
Safari,desktop,3/14/13,2478,130,185
Chrome,mobile,3/14/13,2258,15,18
Internet Explorer,desktop,3/14/13,889,14,41
Firefox,desktop,3/14/13,772,28,38
Safari (in-app),tablet,3/14/13,370,0,0
Amazon Silk,tablet,3/14/13,132,0,0
BlackBerry,mobile,3/14/13,35,0,0
Opera,desktop,3/14/13,29,0,0
Firefox,mobile,3/14/13,16,0,0
error,desktop,3/14/13,6,0,0
Edge,mobile,3/14/13,5,0,0
Android Browser,mobile,3/14/13,4,0,0
Firefox,tablet,3/14/13,4,0,0
Android Browser,tablet,3/14/13,3,0,0
(not set),tablet,3/14/13,2,0,0
Iron,mobile,3/14/13,0,0,0
osee2unifiedRelease,mobile,3/14/13,0,0,0
Safari,mobile,3/15/13,8083,60,109
Edge,desktop,3/15/13,5379,98,211
Safari,tablet,3/15/13,2576,41,70
Safari (in-app),tablet,3/15/13,547,3,10
Android Webview,mobile,3/15/13,391,1,4
Amazon Silk,tablet,3/15/13,225,4,5
Samsung Internet,mobile,3/15/13,144,2,1
DESKTOP,desktop,3/15/13,45,0,0
Opera,desktop,3/15/13,19,0,0
Amazon Silk,mobile,3/15/13,16,1,2
BlackBerry,mobile,3/15/13,10,0,0
Firefox,mobile,3/15/13,8,0,0
error,desktop,3/15/13,7,0,0
Opera,mobile,3/15/13,3,0,0
Opera Mini,mobile,3/15/13,3,0,0
Internet Explorer,mobile,3/15/13,2,0,0
Internet Explorer,tablet,3/15/13,2,0,0
(not set),mobile,3/15/13,1,0,0
Android Browser,tablet,3/15/13,1,0,0
HubSpot inbound link reporting check,desktop,3/15/13,1,0,0
Maxthon,desktop,3/15/13,1,0,0
UC Browser,mobile,3/15/13,1,0,0
Puffin,mobile,3/15/13,0,0,0
Safari,desktop,3/16/13,10255,377,820
Safari,tablet,3/16/13,10097,216,496
Internet Explorer,desktop,3/16/13,4216,106,93
Internet Explorer,tablet,3/16/13,355,17,0
Samsung Internet,mobile,3/16/13,262,0,0
Android Webview,mobile,3/16/13,259,0,0
Chrome,tablet,3/16/13,245,8,11
Amazon Silk,tablet,3/16/13,97,2,11
Firefox,mobile,3/16/13,31,0,0
Edge,mobile,3/16/13,15,0,0
Samsung Internet,tablet,3/16/13,15,0,0
error,desktop,3/16/13,5,0,0
Internet Explorer,mobile,3/16/13,5,0,0
Firefox,tablet,3/16/13,1,0,0
Maxthon,desktop,3/16/13,1,0,0
Mozilla Compatible Agent,desktop,3/16/13,1,0,0
SeaMonkey,desktop,3/16/13,1,0,0
UC Browser,desktop,3/16/13,0,0,0
YaBrowser,mobile,3/16/13,0,0,0
Safari,desktop,3/17/13,22728,262,504
Safari,tablet,3/17/13,6524,128,242
Chrome,tablet,3/17/13,235,5,2
Firefox,mobile,3/17/13,23,0,0
Internet Explorer,mobile,3/17/13,8,0,0
Edge,mobile,3/17/13,6,0,0
error,desktop,3/17/13,5,0,0
Android Browser,tablet,3/17/13,2,0,0
BlackBerry,mobile,3/17/13,2,0,0
Coc Coc,desktop,3/17/13,2,0,0
Android Webview,tablet,3/17/13,1,0,0
Maxthon,desktop,3/17/13,1,0,0
SeaMonkey,desktop,3/17/13,1,1,6
YaBrowser,tablet,3/17/13,1,0,0
Amazon Silk,mobile,3/17/13,0,0,0
UC Browser,mobile,3/17/13,0,0,0
Safari,mobile,3/18/13,9969,56,96
Safari,tablet,3/18/13,9268,493,1196
Chrome,desktop,3/18/13,4931,121,230
Safari,desktop,3/18/13,2526,118,169
Internet Explorer,desktop,3/18/13,2074,53,0
Edge,desktop,3/18/13,1249,27,37
Safari (in-app),tablet,3/18/13,436,5,7
Android Webview,mobile,3/18/13,400,1,2
Internet Explorer,tablet,3/18/13,120,10,0
Internet Explorer,mobile,3/18/13,71,10,11
Android Browser,mobile,3/18/13,29,0,0
Firefox,mobile,3/18/13,13,0,0
Opera,desktop,3/18/13,13,0,0
BlackBerry,mobile,3/18/13,7,0,0
error,desktop,3/18/13,7,0,0
SeaMonkey,desktop,3/18/13,6,0,0
YaBrowser,desktop,3/18/13,3,0,0
Mozilla,desktop,3/18/13,2,0,0
Opera Mini,mobile,3/18/13,2,0,0
Puffin,desktop,3/18/13,1,0,0
Safari,tablet,3/19/13,8456,205,318
Safari,desktop,3/19/13,5089,227,411
Safari (in-app),tablet,3/19/13,2172,28,34
Chrome,mobile,3/19/13,1610,13,26
Firefox,desktop,3/19/13,793,13,38
Internet Explorer,desktop,3/19/13,772,21,61
Android Webview,mobile,3/19/13,748,1,2
Chrome,tablet,3/19/13,308,2,4
Internet Explorer,tablet,3/19/13,107,0,0
Samsung Internet,tablet,3/19/13,53,5,3
Android Webview,tablet,3/19/13,34,0,0
Internet Explorer,mobile,3/19/13,22,0,0
Opera,desktop,3/19/13,12,0,0
Mozilla,desktop,3/19/13,8,0,0
Opera Mini,mobile,3/19/13,6,0,0
UC Browser,mobile,3/19/13,5,0,0
error,desktop,3/19/13,3,0,0
SeaMonkey,desktop,3/19/13,2,0,0
Android Browser,mobile,3/19/13,1,0,0
(not set),mobile,3/19/13,0,0,0
Opera,mobile,3/19/13,0,0,0
Opera,tablet,3/19/13,0,0,0
Safari,tablet,3/20/13,24831,234,439
Chrome,desktop,3/20/13,7116,196,453
Firefox,desktop,3/20/13,3797,79,136
Safari (in-app),mobile,3/20/13,2133,9,20
Chrome,mobile,3/20/13,1882,18,32
Internet Explorer,desktop,3/20/13,1538,33,0
Android Webview,mobile,3/20/13,693,0,0
Safari (in-app),tablet,3/20/13,446,0,0
Chrome,tablet,3/20/13,206,1,4
Internet Explorer,tablet,3/20/13,116,5,0
Amazon Silk,tablet,3/20/13,69,0,0
Android Webview,tablet,3/20/13,42,0,0
Opera,desktop,3/20/13,14,0,0
Firefox,mobile,3/20/13,9,0,0
error,desktop,3/20/13,5,0,0
Maxthon,desktop,3/20/13,3,0,0
Android Browser,mobile,3/20/13,2,0,0
Mozilla Compatible Agent,desktop,3/20/13,1,0,0
Opera,mobile,3/20/13,1,0,0
YaBrowser,desktop,3/20/13,1,0,0
Mozilla,desktop,3/20/13,0,0,0
Safari,mobile,3/21/13,25924,261,413
Safari,desktop,3/21/13,9699,328,646
Chrome,desktop,3/21/13,6463,116,198
Safari,tablet,3/21/13,5897,122,231
Internet Explorer,desktop,3/21/13,4684,61,2
Chrome,mobile,3/21/13,2705,20,39
Firefox,desktop,3/21/13,2191,94,184
Safari (in-app),tablet,3/21/13,152,6,8
Amazon Silk,tablet,3/21/13,129,0,0
Samsung Internet,mobile,3/21/13,98,0,0
Firefox,mobile,3/21/13,33,0,0
Opera,desktop,3/21/13,19,3,2
Samsung Internet,tablet,3/21/13,18,0,0
BlackBerry,mobile,3/21/13,17,0,0
error,desktop,3/21/13,8,0,0
Android Webview,tablet,3/21/13,6,0,0
Android Browser,mobile,3/21/13,4,0,0
Edge,mobile,3/21/13,3,0,0
osee2unifiedRelease,mobile,3/21/13,3,0,0
Opera Mini,mobile,3/21/13,2,0,0
YaBrowser,desktop,3/21/13,2,0,0
Firefox,tablet,3/21/13,1,0,0
Mozilla,mobile,3/21/13,1,0,0
Safari,tablet,3/22/13,8254,64,111
Chrome,mobile,3/22/13,2278,62,70
Internet Explorer,desktop,3/22/13,1548,30,65
Android Webview,mobile,3/22/13,424,1,0
Chrome,tablet,3/22/13,328,4,5
Samsung Internet,mobile,3/22/13,298,0,0
Safari (in-app),tablet,3/22/13,240,5,1
Internet Explorer,mobile,3/22/13,162,7,24
Firefox,mobile,3/22/13,50,0,0
BlackBerry,mobile,3/22/13,22,2,1
Samsung Internet,tablet,3/22/13,17,0,0
error,desktop,3/22/13,12,0,0
Android Webview,tablet,3/22/13,5,0,0
SeaMonkey,desktop,3/22/13,5,0,0
Opera,mobile,3/22/13,3,0,0
Edge,mobile,3/22/13,2,0,0
YaBrowser,tablet,3/22/13,2,0,0
(not set),mobile,3/22/13,1,0,0
Android Browser,tablet,3/22/13,1,0,0
NokiaC7-00,mobile,3/22/13,1,0,0
Samsung Internet,desktop,3/22/13,1,0,0
Safari,mobile,3/23/13,21260,216,463
Firefox,desktop,3/23/13,3453,137,253
Chrome,mobile,3/23/13,1619,14,15
Edge,desktop,3/23/13,1547,45,85
Internet Explorer,desktop,3/23/13,952,23,48
Safari (in-app),tablet,3/23/13,506,3,6
Android Webview,mobile,3/23/13,264,0,0
Amazon Silk,tablet,3/23/13,91,3,1
Internet Explorer,mobile,3/23/13,40,0,0
BlackBerry,mobile,3/23/13,27,0,0
Samsung Internet,tablet,3/23/13,20,0,0
Edge,mobile,3/23/13,7,0,0
error,desktop,3/23/13,6,0,0
Mozilla Compatible Agent,desktop,3/23/13,4,0,0
Opera,mobile,3/23/13,3,0,0
UC Browser,mobile,3/23/13,3,0,0
Android Browser,mobile,3/23/13,2,0,0
Android Webview,tablet,3/23/13,1,0,0
Opera Mini,tablet,3/23/13,1,0,0
YaBrowser,mobile,3/23/13,0,0,0
Safari,tablet,3/24/13,7778,110,223
Safari,mobile,3/24/13,3594,66,86
Safari,desktop,3/24/13,3409,83,158
Internet Explorer,desktop,3/24/13,1874,51,25
Safari (in-app),mobile,3/24/13,1276,7,8
Android Webview,mobile,3/24/13,441,0,0
Safari (in-app),tablet,3/24/13,386,3,2
Firefox,mobile,3/24/13,31,0,0
Internet Explorer,tablet,3/24/13,22,2,0
BlackBerry,mobile,3/24/13,9,0,0
SeaMonkey,desktop,3/24/13,8,0,0
Amazon Silk,mobile,3/24/13,7,0,0
error,desktop,3/24/13,6,0,0
Mozilla Compatible Agent,desktop,3/24/13,3,0,0
Android Browser,mobile,3/24/13,2,0,0
Internet Explorer,mobile,3/24/13,2,0,0
Safari (in-app),desktop,3/24/13,1,0,0
YaBrowser,desktop,3/24/13,1,0,0
Iron,mobile,3/24/13,0,0,0
Maxthon,desktop,3/24/13,0,0,0
Safari,tablet,3/25/13,9006,329,714
Chrome,desktop,3/25/13,6682,163,301
Chrome,mobile,3/25/13,3002,30,48
Edge,desktop,3/25/13,2258,79,132
Internet Explorer,desktop,3/25/13,1495,45,58
Chrome,tablet,3/25/13,323,2,7
Safari (in-app),tablet,3/25/13,166,0,0
Amazon Silk,tablet,3/25/13,109,3,4
Internet Explorer,tablet,3/25/13,68,5,4
Firefox,mobile,3/25/13,45,3,4
Samsung Internet,tablet,3/25/13,30,0,0
Opera,desktop,3/25/13,16,0,0
Internet Explorer,mobile,3/25/13,15,0,0
error,desktop,3/25/13,4,0,0
SeaMonkey,desktop,3/25/13,3,0,0
Android Browser,mobile,3/25/13,2,0,0
Mozilla,desktop,3/25/13,2,0,0
UC Browser,desktop,3/25/13,2,0,0
Opera,mobile,3/25/13,1,0,0
Android Browser,tablet,3/25/13,0,0,0
Firefox,tablet,3/25/13,0,0,0
Safari,mobile,3/26/13,27864,616,1305
Safari,tablet,3/26/13,10586,214,356
Chrome,desktop,3/26/13,3182,132,256
Firefox,desktop,3/26/13,2545,130,156
Safari,desktop,3/26/13,2541,135,217
Edge,desktop,3/26/13,333,1,5
Samsung Internet,mobile,3/26/13,324,8,12
Internet Explorer,tablet,3/26/13,176,3,22
Amazon Silk,tablet,3/26/13,117,0,0
Firefox,mobile,3/26/13,20,0,0
Samsung Internet,tablet,3/26/13,18,0,0
Android Webview,tablet,3/26/13,16,0,0
Opera,desktop,3/26/13,14,0,0
error,desktop,3/26/13,6,0,0
Internet Explorer,mobile,3/26/13,6,0,0
Android Browser,tablet,3/26/13,4,0,0
UC Browser,mobile,3/26/13,2,0,0
Coc Coc,desktop,3/26/13,1,0,0
Edge,mobile,3/26/13,1,0,0
Opera Mini,mobile,3/26/13,1,0,0
osee2unifiedRelease,mobile,3/26/13,1,0,0
YaBrowser,desktop,3/26/13,1,0,0
Opera,tablet,3/26/13,0,0,0
Safari,mobile,3/27/13,25921,418,622
Safari,tablet,3/27/13,5910,263,492
Safari (in-app),mobile,3/27/13,1912,20,23
Safari (in-app),tablet,3/27/13,705,13,14
Edge,desktop,3/27/13,439,12,47
Internet Explorer,mobile,3/27/13,215,6,26
Internet Explorer,tablet,3/27/13,65,2,0
Samsung Internet,tablet,3/27/13,64,0,0
Amazon Silk,tablet,3/27/13,58,0,3
Opera,desktop,3/27/13,32,0,0
SeaMonkey,desktop,3/27/13,12,0,0
error,desktop,3/27/13,9,0,0
YaBrowser,desktop,3/27/13,4,0,0
(not set),tablet,3/27/13,3,0,0
Safari (in-app),desktop,3/27/13,3,0,0
Firefox,tablet,3/27/13,2,0,0
Mozilla Compatible Agent,desktop,3/27/13,2,0,0
Android Browser,mobile,3/27/13,1,0,0
Edge,mobile,3/27/13,0,0,0
Safari,tablet,3/28/13,15798,469,876
Safari,mobile,3/28/13,7391,121,169
Safari,desktop,3/28/13,4908,212,506
Safari (in-app),mobile,3/28/13,2089,15,17
Internet Explorer,desktop,3/28/13,1709,69,57
Firefox,desktop,3/28/13,1434,48,101
Chrome,mobile,3/28/13,1348,13,29
Safari (in-app),tablet,3/28/13,317,0,4
Internet Explorer,tablet,3/28/13,119,3,3
Amazon Silk,tablet,3/28/13,50,2,2
Android Browser,mobile,3/28/13,24,0,0
Android Webview,tablet,3/28/13,24,0,1
error,desktop,3/28/13,11,0,0
Opera,desktop,3/28/13,7,0,0
SeaMonkey,desktop,3/28/13,3,0,0
Edge,tablet,3/28/13,2,0,0
Puffin,mobile,3/28/13,2,0,0
Safari (in-app),desktop,3/28/13,2,0,0
Opera,mobile,3/28/13,0,0,0
Samsung Internet,desktop,3/28/13,0,0,0
Safari,mobile,3/29/13,8096,57,98
Chrome,desktop,3/29/13,4322,129,304
Safari,desktop,3/29/13,3075,157,278
Firefox,desktop,3/29/13,2431,134,243
Internet Explorer,desktop,3/29/13,950,27,85
Android Webview,mobile,3/29/13,849,1,1
Internet Explorer,tablet,3/29/13,220,18,19
Safari (in-app),mobile,3/29/13,211,0,0
Chrome,tablet,3/29/13,184,7,13
Safari (in-app),tablet,3/29/13,184,1,1
Amazon Silk,tablet,3/29/13,103,3,4
Internet Explorer,mobile,3/29/13,18,0,0
Samsung Internet,tablet,3/29/13,16,0,0
Android Webview,tablet,3/29/13,12,0,0
Opera,desktop,3/29/13,12,0,0
error,desktop,3/29/13,10,0,0
BlackBerry,mobile,3/29/13,7,0,0
Mozilla,desktop,3/29/13,6,0,0
UC Browser,mobile,3/29/13,6,0,0
Edge,mobile,3/29/13,5,0,0
SeaMonkey,desktop,3/29/13,5,2,2
Opera,mobile,3/29/13,2,0,0
Android Browser,tablet,3/29/13,1,0,0
Chrome,desktop,3/30/13,8865,280,461
Safari,mobile,3/30/13,8746,142,279
Safari,desktop,3/30/13,3509,122,228
Internet Explorer,desktop,3/30/13,1683,54,83
Safari (in-app),mobile,3/30/13,822,2,4
Edge,desktop,3/30/13,810,18,37
Safari (in-app),tablet,3/30/13,596,7,19
Android Webview,mobile,3/30/13,119,0,0
Amazon Silk,tablet,3/30/13,79,4,4
Firefox,mobile,3/30/13,37,0,0
Opera,tablet,3/30/13,5,0,0
Android Browser,mobile,3/30/13,4,0,0
error,desktop,3/30/13,4,0,0
Edge,mobile,3/30/13,2,0,0
Mozilla,desktop,3/30/13,2,0,0
